names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,year,imdb
Zoombies,2016-05-13,52.0,"Science Fiction,Action,Horror","When a strange virus quickly spreads through a safari park and turns all the zoo animals undead, those left in the park must stop the creatures before they escape and zombify the whole city.","AJ,AaronGroben,Amber,AndrewAsper,BriannaJoyChomer,Dr.EllenRogers,Gage,Gus,IoneButler,JenniferTitus,KimNielsen,LaLaNestor,Lizzy,MarcusAnderson,MichaelDelgado,Rex,Robin,Thea",Zoombies,Released,English,90800000.0,245520574.6,US,2016,5.2
Wendy Wu: Homecoming Warrior,2006-06-16,62.0,"Family,Action,Adventure,TV Movie","It is the story of an average, popular American teenager named Wendy Wu who discovers that in order to win the coveted crown she must first learn the way of the warrior. Wendy Wu has a one track mind, and that track leads directly to the title of homecoming queen -- no unscheduled stops, and no unnecessary detours. When a mysterious Chinese monk named Shen arrives to mold Wendy into a fearless kung fu warrior, however, her royal aspirations suddenly jump the track as she desperately attempts to juggle her boyfriend, her homework, and of course, the fierce competition to become homecoming queen. Now, as Wendy begins to train her mind, body, and spirit in the ancient tradition of the martial arts and her inner warrior gradually begins to emerge, the girl who once obsessed over popularity finally begins to put that popularity into perspective as she gradually realizes what truly matters in life.","AndyFischer-Price,AnnaHutchison,Austin,BrendaSong,JamesGaylyn,JustinChon,Kenny,Lisa,MichaelDavidCheng,Mr.Medina,NinaWu,Peter,SallyMartin,Shen,ShinKoyamada,SusanChuang,Tory,WendyWu",Wendy Wu: Homecoming Warrior,Released,English,6000000.0,106360586.2,US,2006,6.2
Simsalabim,2023-04-07,0.0,"Music,Documentary","Through four nights of musical magic at Ullevi, Gothenburg, Håkan Hellström cemented himself as one of Sweden's greats last year. Edited together, this is a concert film of epic proportions and a musical euphoria.",",FinnBjörnulfson,HåkanHellström,LaGayliaFrazier,LabbeGrimelund,MattiasHellberg,NilsBerg,OscarWallblom,SimonLjungman,StefanSporsén", Simsalabim – Rekordkonserten med Håkan på Ullevi,Released,Swedish,141600000.0,175269998.8,SE,2023,0.0
My Name Is Mo'Nique,2023-04-04,40.0,Comedy,"You think you know Mo'Nique? From staring down a racist teacher to her grandmother's sex warning, she spills all in this stand-up comedy special.","Mo'Nique,Self",My Name Is Mo'Nique,Released,English,101800000.0,567601271.2,US,2023,4.0
77+33=?,2023-04-07,0.0,"Documentary,Mystery,Adventure",Test the average IQ of Vietnamese people with brain-hacking questions.,"(Voice),Bạn,HuongThuChan,HảiDương,MinhTuLe,NguyễnPhanTháiVũ,SơnKhủngLong,Tôi,côgáinhìnindie,ĐứcMinhHoàng",77+33=?,Released,Vietnamese,22.0,1232396.2,VN,2023,0.0
Downton Abbey,2019-09-12,71.0,"Drama,Romance,History","The beloved Crawleys and their intrepid staff prepare for the most important moment of their lives. A royal visit from the King and Queen of England will unleash scandal, romance and intrigue that will leave the future of Downton hanging in the balance.","AnnaBates,BrendanCoyle,CharlesCarson,CoraCrawley,ElizabethMcGovern,HughBonneville,JimCarter,JoanneFroggatt,JohnBates,JosephMolesley,KevinDoyle,LadyEdith,LadyMary,LauraCarmichael,MichelleDockery,PhyllisBaxter,RaquelCassidy,RobertCrawley",Downton Abbey,Released,English,20000000.0,192199131.0,AU,2019,7.1
Ibiza,2018-05-26,57.0,"Comedy,Romance",She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,"AnjelaNedyalkova,AugustusPrew,Custodia,GillianJacobs,Harper,Hernando,JordiMollà,Lazer,Leah,LeoWest,MichaelaWatkins,Miles,NelsonDante,Nikki,PhoebeRobinson,RichardMadden,Sarah,VanessaBayer",Ibiza,Released,English,128000000.0,419965614.6,AU,2018,5.7
What to Expect When You're Expecting,2012-05-30,60.0,"Romance,Comedy,Drama","Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.","Alex,AnnaKendrick,BenFalcone,BrooklynDecker,CameronDiaz,ChaceCrawford,ElizabethBanks,EvanWebber,GaryCooper,Holly,JenniferLopez,JulesBaxter,Marco,MatthewMorrison,RodrigoSantoro,RosieBrennan,SkylerCooper,WendyCooper",What to Expect When You're Expecting,Released,English,37500000.0,88473016.0,AU,2012,6.0
Provocation,1996-11-15,59.0,"Drama,Romance","Passions run wildly amok at Carlo's (Gianni Demartiis) country inn as his wife, Amelia (Fabrizia Flanders), fantasizes about an affair with a guest, while his grandson Gianni (Lindo Damiani) spies on him to learn the secrets of love. And when Carlo's sexy cousin Marilinda (Erika Savastani) comes to stay, everybody sits up and takes notice. Joe D'Amato directs this spicy drama set in the 1920s.","Amelia,AntonioAscani,Carlo,ErikaSavastani,FabriziaFlanders,Gianni,GianniDemartiis,Giorgio,LindoDamiani,Marilinda", Vizio e provocazione,Released,Italian,86400000.0,570633320.6,DE,1996,5.9
Sorority Row,2009-09-11,55.0,"Horror,Mystery","When five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. This proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret.","Andy,AudrinaPatridge,BrianaEvigan,CarrieFisher,Cassidy,Chugs,Claire,Ellie,Garret,JamieChung,Jessica,JulianMorris,LeahPipes,MargoHarshman,MattO'Leary,Megan,Mrs.Crenshaw,RumerWillis",Sorority Row,Released,English,12500000.0,26735797.0,US,2009,5.5
The French Lieutenant's Woman,1981-12-03,65.0,"Drama,Romance","In this story-within-a-story, Anna is an actress starring opposite Mike in a period piece about the forbidden love between their respective characters, Sarah and Charles. Both actors are involved in serious relationships, but the passionate nature of the script leads to an off-camera love affair as well. While attempting to maintain their composure and professionalism, Anna and Mike struggle to come to terms with their infidelity.","CharlesHenrySmithson/Mike,CharlotteMitchell,Cook,EmilyMorgan,Ernestina,HiltonMcRae,JeanFaulds,JeremyIrons,LynseyBaxter,Mary,MerylStreep,Mr.Freeman,Mrs.Tranter,PenelopeWilton,PeterVaughan,Sam,Sarah/Anna,Sonia",The French Lieutenant's Woman,Released,English,37595000.0,2689068.0,AU,1981,6.5
The Holy Mountain,2015-08-01,76.0,Drama,The Alchemist assembles together a group of people from all walks of life to represent the planets in the solar system. The occult adept's intention is to put his recruits through strange mystical rites and divest them of their worldly baggage before embarking on a trip to Lotus Island. There they ascend the Holy Mountain to displace the immortal gods who secretly rule the universe.,"AdrianaPage,AlejandroJodorowsky,Axon,Berg,BurtKleiner,Fon,HoracioSalinas,Isla,JuanFerrara,Klen,NickyNichols,RichardRutowski,Sel,TheAlchemist,TheThief,TheWrittenWoman,ValerieJodorowsky,ZamiraSaunders", La montaña sagrada,Released,"Spanish,Castilian",750000.0,54359734.8,AU,2015,7.6
Lady Macbeth,2017-06-29,66.0,Drama,"Rural England, 1865. Katherine, suffocated by her loveless marriage to a bitter man and restrained by his father's tyranny, unleashes an irresistible force within her, so powerful that she will stop at nothing to get what she wants.","Agnes,AlexanderLester,Anna,AntonPalmer,BorisLester,ChristopherFairbank,CosmoJarvis,FleurHoudijk,FlorencePugh,GoldaRosheuvel,KatherineLester,Mary,NaomiAckie,PaulHilton,RebeccaManley,Sebastian,Teddy,Tessa",Lady Macbeth,Released,English,650000.0,6477294.0,AU,2017,6.6
The Hot Spot,1990-10-12,64.0,"Romance,Crime","A man enters a small town which unwittingly gets obscured as girls, money, bank heists, police, killers and even a loner will strive forward in this crime-thriller.","BarryCorbin,Cowgirl,DebraCole,DeputyBuck,DollyHarshaw,DonJohnson,GloriaHarper,GreyGhost,HarryMadox,IreneDavey,JenniferConnelly,KarenCulley,RooseveltWilliams,ShannonQuinlan,Sheriff,TableDancer,VirgilFrye,VirginiaMadsen",The Hot Spot,Released,English,43020000.0,1293976.0,US,1990,6.4
Going Places,1974-03-20,68.0,"Comedy,Drama","Two whimsical, aimless thugs harass and assault women, steal, murder, and alternately charm, fight, or sprint their way out of trouble. They take whatever the bourgeoisie holds dear, whether it’s cars, peace of mind, or daughters. Marie-Ange, a jaded, passive hairdresser, joins them as lover, cook, and mother confessor. She’s on her own search for seemingly unattainable sexual pleasure.","BrigitteFossey,Carnot,ChristianAlers,GérardBoucaron,GérardDepardieu,JacquesChailleux,JacquesPirolle,Jean-Claude,JeanneMoreau,JeannePirolle,Lafemmedansletrain,Lemédecin,LepèredeJacqueline,Marie-Ange,MichelPeyrelon,Miou-Miou,PatrickDewaere,Pierrot", Les Valseuses,Released,French,103040000.0,412503777.6,FR,1974,6.8
Marvel Studios Assembled: The Making of Eternals,2022-02-16,72.0,Documentary,"Join director Chloe Zhao and the Cast of Eternals as they recount their experiences during the making of Marvel Studios’ most ambitious film to date. Discover how the ensemble cast felt stepping into their roles, filming in remote locations, and creating bonds that would help to create the on-screen relationships that span over 7,000 years.","BarryKeoghan,ChloéZhao,GemmaChan,KevinFeige,KitHarington,KumailNanjiani,LaurenRidloff,NateMoore,SalmaHayek,Self-Ajak,Self-DaneWhitman,Self-Director,Self-Druig,Self-Kingo,Self-Makkari,Self-Producer,Self-Sersi",Marvel Studios Assembled: The Making of Eternals,Released,English,62400000.0,770122832.2,AU,2022,7.2
2048: Nowhere to Run,2018-01-17,68.0,"Science Fiction,Thriller,Action","“2048: Nowhere to Run” takes place one year before the events of Blade Runner 2049. The short film focuses on Sapper, a man who is trying to make it through life day-by-day without turning back to his old ways. We’re introduced to both the gentle nature of Sapper and the violence he’s capable of when set off.","AdamSavage,BjörnFreiberg,DaveBautista,Ella,GaiaOttman,GérardMiller,Mother,OrionBen,Salt,SapperMorton,ShopPatron,Spectator",2048: Nowhere to Run,Released,English,144200000.0,316138996.6,AU,2018,6.8
Detective Conan: Quarter of Silence,2011-04-16,70.0,"Animation,Action,Crime,Mystery","The Governor of Tokyo, Yuichiro Asakura, receives a threatening letter the day before the opening of Touto Line, a new train line for the Tokyo Metro. During the opening ceremony of the line, Conan Edogawa and the Detective Boys are driven by Professor Agasa and pass under the Touto Line. Conan, having heard about the threatening letter, notices explosives connected to the Touto railway; Using his original voice to inform the police as Shinichi Kudo, he is able to stop the train and divert traffic away from the explosives preventing any deaths.","AiHaibara(voice),AyumiYoshida(voice),Chafurin,ConanEdogawa(voice),IkueOtani,JuzoMegure(voice),KazuhikoInoue,KogoroMouri(voice),MegumiHayashibara,MinamiTakayama,MitsuhikoTsuburaya(voice),NaokoMatsui,NinzaburoShiratori(voice),RanMouri(voice),RikiyaKoyama,SonokoSuzuki(voice),WakanaYamazaki,YukikoIwai", 名探偵コナン 沈黙の15分（クォーター）,Released,Japanese,159940523.8,544794087.2,JP,2011,7.0
The Bodyguard from Beijing,1994-07-28,65.0,"Drama,Action,Thriller","A corrupt businessman commits a murder and the only witness is the girlfriend of another businessman with close connections to the Chinese government, so a bodyguard from Beijing is dispatched to help two Hong Kong cops protect the witness.","AllanHuiChingYeung,BillyYeung,ChiuKwokMan,ChristyChung,CollinChou,CoreyYuen,FatPo/CharlieLeungKamPo,JamesShongSaiCheung,JetLi,JoeyLeung,KentCheng,Keung,KillerWong,MichelleYeung,NgWai-Kwok,Shopperinmall,WilliamChuWai-Lim,WongKam-Kong", 中南海保鑣,Released,Cantonese,118800000.0,317410493.4,HK,1994,6.5
Chasing Amy,1997-06-18,68.0,"Comedy,Drama,Romance","Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.","AlyssaJones,BankyEdwards,BenAffleck,CaseyAffleck,Collector,DwightEwell,EthanSuplee,Fan,HoldenMcNeil,HooperLaMont,JasonLee,JasonMewes,Jay,JoeyLaurenAdams,KevinSmith,LittleKid,ScottMosier,SilentBob",Chasing Amy,Released,English,250000.0,15155095.0,AU,1997,6.8
Category 7: The End of the World,2005-11-06,63.0,"Action,Thriller,Adventure,Science Fiction,TV Movie","It's tornadoes, hurricanes, electrical storms, and mass destruction as the effects of global warming brew into a super storm that threatens to rend the earth with an unprecedented power. Beautiful scientist Faith Clavell, storm chaser Tommy Tornado, and Judith Carr, the head of FEMA, can stop the inevitable from happening-if they have the courage to venture into the roiling blackness of the storm itself.","AdamRodríguez,CameronDaddo,DonnyHall,FEMADirectorJudithCarr,FaithClavell,GinaGershon,JamesBrolin,PennyHall,Peter,PeterMooney,RandyQuaid,RobertWagner,RossDuffy,Sen.RyanCarr,ShannenDoherty,SwoosieKurtz,TornadoTommy,USAFPilotRitter",Category 7: The End of the World,Released,English,120000000.0,327226498.0,US,2005,6.3
"Sex, Shame & Tears",1999-06-18,68.0,"Comedy,Drama,Romance","A comedic drama featuring two couples and two old friends in Mexico City. Tomas visits Carlos and Ana, while Miguel and Andrea are joined by Maria. The presence of guests triggers lust, rejection, infidelities, reconciliation and other consequences.",",Ana,Andrea,AngélicaAragón,Carlos,Carlos'Mother,CeciliaSuárez,DemiánBichir,JorgeSalinas,LauraAlmela,María,Miguel,MiguelGalván,MónicaDionne,SusanaZabaleta,Tomás,TruckDriver,VictorHugoMartín"," Sexo, pudor y lágrimas",Released,"Spanish,Castilian",80600000.0,569018789.2,MX,1999,6.8
A Bittersweet Life,2005-03-31,75.0,"Action,Drama,Crime","Kim Sun-woo is an enforcer and manager for a hotel owned by a cold, calculative crime boss, Kang who assigns Sun-Woo to a simple errand while he is away on a business trip; to shadow his young mistress, Heesoo, for fear that she may be cheating on him with a younger man with the mandate that he must kill them both if he discovers their affair.","Hee-soo,HwangJung-min,KimHae-gon,KimHan,KimRoi-ha,KimYeong-cheol,LeeByung-hun,LeeKi-young,Mr.Kang,Mu-sung,Mun-sook,Myung-gu,OhDal-su,PresidentBaek,Se-yoon,ShinMin-a,Sun-woo,Tae-woong", 달콤한 인생,Released,Korean,134000000.0,434250432.6,KR,2005,7.5
Women in Cellblock 9,1978-03-17,44.0,"Drama,Action,Crime","A group of female freedom-fighters led by Karine Levere is caught by the warden of a women's prison, located somwhere in the South American jungle. None of them will reveal the secrets of their organisation or the names of their collaborators in the cities, so they are handed over to Dr. Costa who, after four years inactivity in Europe, is delighted to be able to practice his torture techniques once more.  Laverne fails to resist the inhuman treatments and reveals all. The only hope of saving the organization is for the girls to warn the city cell before it's too late. They trick the prison guard into having sex with them, knock him out and break out of prison. The warden and Dr. Costa must prevent them from revealing the practices inside the prison. The hunt is on and it's shoot to kill...","AidaGouveia,AidaMoret,Barbara,CesarAnahory,DoraDoll,Dr.Milton,EstherStuder,Guard,HowardVernon,Karine,KarineGambier,Loba,Maria,SusanHemingway", Frauen für Zellenblock 9,Released,German,120100000.0,875470694.6,DE,1978,4.4
Caveman,1981-04-17,66.0,"Comedy,Adventure","Disgraced and cast out of his tribe for lusting after Lana, the mate of the tribe's head muscle man, Atouk stumbles along gathering other misfits and learning a bit about the world outside of his cave. Eventually he and friends Lar and Tala learn the secrets of fire, cooked meat, and how to defend themselves from the brutal, yet very stupid dinosaurs.","AbominableSnowman,Atouk,AverySchreiber,BarbaraBach,Bork,CarlLumbly,DennisQuaid,Gog,JackGilford,JohnMatuszak,Lana,Lar,Ock,RichardMoll,RingoStarr,ShelleyLong,Tala,Tonda",Caveman,Released,English,70700000.0,613784274.8,US,1981,6.6
